Payment_ID,Payment_Date,Customer_ID,Payment_Method,Gateway,Amount,Payment_Status,Customer_Type,Region,Processing_Time_Min
PAY10255,2025-06-04 08:24:50.484,CUST1244,Wallet,Razorpay,999.0,Success,New,Central,6.34
PAY10256,2025-06-04 22:59:53.990,CUST1068,Credit Card,PayU,299.0,Success,Returning,Central,13.46
PAY10257,2025-06-05 13:34:57.496,CUST1214,Net Banking,Razorpay,499.0,Pending,Returning,North,15.59
PAY10258,2025-06-06 04:10:01.002,CUST1218,UPI,Cashfree,1499.0,Success,New,North,6.89
PAY10259,2025-06-06 18:45:04.508,CUST1177,UPI,Razorpay,1499.0,Success,New,South,2.39
PAY10260,2025-06-07 09:20:08.013,CUST1043,Debit Card,Razorpay,2999.0,Success,New,West,10.38
PAY10261,2025-06-07 23:55:11.519,CUST1164,Wallet,Cashfree,1999.0,Success,New,North,6.62
PAY10262,2025-06-08 14:30:15.025,CUST1058,UPI,Cashfree,2999.0,Refunded,Returning,West,6.27
PAY10263,2025-06-09 05:05:18.531,CUST1013,Wallet,Cashfree,499.0,Success,Returning,East,24.04
PAY10264,2025-06-09 19:40:22.037,CUST1052,UPI,Razorpay,799.0,Success,Returning,Central,15.79
PAY10265,2025-06-10 10:15:25.543,CUST1058,Credit Card,Razorpay,1999.0,Failed,New,West,13.155000000000001
PAY10266,2025-06-11 00:50:29.048,CUST1032,Net Banking,Cashfree,799.0,Success,New,Central,10.98
PAY10267,2025-06-11 15:25:32.554,CUST1209,UPI,PayU,1999.0,Success,Returning,West,11.29
PAY10268,2025-06-12 06:00:36.060,CUST1105,Wallet,PayU,1999.0,Success,New,East,13.98
PAY10269,2025-06-12 20:35:39.566,CUST1228,Credit Card,Stripe,499.0,Success,New,North,17.71
PAY10270,2025-06-13 11:10:43.072,CUST1247,UPI,Cashfree,2499.0,Success,New,East,17.85
PAY10271,2025-06-14 01:45:46.578,CUST1188,Debit Card,Stripe,499.0,Failed,Returning,North,5.12
PAY10272,2025-06-14 16:20:50.083,CUST1238,Net Banking,PayU,1999.0,Failed,New,North,13.0
PAY10273,2025-06-15 06:55:53.589,CUST1083,UPI,Stripe,299.0,Failed,Returning,Central,10.89
PAY10274,2025-06-15 21:30:57.095,CUST1186,Credit Card,Cashfree,799.0,Pending,Returning,East,21.89
PAY10275,2025-06-16 12:06:00.601,CUST1099,Debit Card,Cashfree,499.0,Success,New,West,16.15
PAY10276,2025-06-17 02:41:04.107,CUST1238,Credit Card,Cashfree,2499.0,Success,New,East,13.78
PAY10277,2025-06-17 17:16:07.613,CUST1104,Credit Card,Razorpay,999.0,Failed,New,Central,3.77
PAY10278,2025-06-18 07:51:11.119,CUST1184,Debit Card,Stripe,2999.0,Success,Returning,North,15.54
PAY10279,2025-06-18 22:26:14.624,CUST1028,Credit Card,PayU,1999.0,Success,New,Central,3.81
PAY10280,2025-06-19 13:01:18.130,CUST1129,Debit Card,Unknown,999.0,Failed,New,South,9.09
PAY10281,2025-06-20 03:36:21.636,CUST1170,UPI,PayU,1499.0,Pending,New,South,4.43
PAY10282,2025-06-20 18:11:25.142,CUST1210,Debit Card,Razorpay,3999.0,Success,Returning,West,17.61
PAY10283,2025-06-21 08:46:28.648,CUST1048,Debit Card,Razorpay,2499.0,Success,New,Central,5.95
PAY10284,2025-06-21 23:21:32.154,CUST1040,Net Banking,Cashfree,3999.0,Success,Returning,West,10.4
PAY10285,2025-06-22 13:56:35.659,CUST1097,Debit Card,PayU,2499.0,Success,Returning,West,22.5
PAY10286,2025-06-23 04:31:39.165,CUST1191,Debit Card,Razorpay,299.0,Success,New,South,5.9
PAY10287,2025-06-23 19:06:42.671,CUST1204,UPI,Cashfree,2999.0,Success,Returning,West,13.19
PAY10288,2025-06-24 09:41:46.177,CUST1200,Net Banking,PayU,999.0,Success,New,South,11.06
PAY10289,2025-06-25 00:16:49.683,CUST1216,Wallet,Stripe,799.0,Success,Returning,North,1.43
PAY10290,2025-06-25 14:51:53.189,CUST1208,UPI,Cashfree,2499.0,Success,Returning,Central,20.03
PAY10291,2025-06-26 05:26:56.694,CUST1114,UPI,Razorpay,799.0,Success,Returning,West,2.66
PAY10292,2025-06-26 20:02:00.200,CUST1132,Wallet,Razorpay,2999.0,Success,New,South,12.38
PAY10293,2025-06-27 10:37:03.706,CUST1166,Debit Card,Cashfree,1999.0,Failed,New,East,14.46
PAY10294,2025-06-28 01:12:07.212,CUST1236,Credit Card,Cashfree,1499.0,Success,New,West,16.08
PAY10295,2025-06-28 15:47:10.718,CUST1155,Net Banking,Razorpay,999.0,Success,New,North,17.53
PAY10296,2025-06-29 06:22:14.224,CUST1137,Credit Card,Stripe,2999.0,Success,New,North,7.08
PAY10297,2025-06-29 20:57:17.730,CUST1111,Wallet,PayU,2999.0,Success,New,East,1.24
PAY10298,2025-06-30 11:32:21.235,CUST1144,UPI,Stripe,299.0,Success,New,South,18.36
PAY10299,2025-07-01 02:07:24.741,CUST1184,UPI,Cashfree,3999.0,Success,New,West,13.86
PAY10300,2025-07-01 16:42:28.247,CUST1076,Net Banking,Stripe,1499.0,Success,Returning,South,21.07
PAY10301,2025-07-02 07:17:31.753,CUST1031,UPI,Razorpay,999.0,Success,New,North,20.71
PAY10302,2025-07-02 21:52:35.259,CUST1216,UPI,Cashfree,1999.0,Success,New,South,21.24
PAY10303,2025-07-03 12:27:38.765,CUST1119,Net Banking,PayU,1999.0,Success,New,North,12.64
PAY10304,2025-07-04 03:02:42.270,CUST1142,Net Banking,Razorpay,499.0,Success,New,South,9.01
PAY10305,2025-07-04 17:37:45.776,CUST1237,Wallet,Razorpay,2999.0,Success,Returning,East,20.0
PAY10306,2025-07-05 08:12:49.282,CUST1025,UPI,PayU,2499.0,Refunded,New,Central,11.83
PAY10307,2025-07-05 22:47:52.788,CUST1034,UPI,PayU,299.0,Success,Returning,East,5.4
PAY10308,2025-07-06 13:22:56.294,CUST1067,Wallet,Stripe,1499.0,Success,Returning,East,21.52
PAY10309,2025-07-07 03:57:59.800,CUST1250,Debit Card,Cashfree,1999.0,Failed,Returning,Central,22.18
PAY10310,2025-07-07 18:33:03.306,CUST1152,Debit Card,PayU,999.0,Success,Returning,Central,12.19
PAY10311,2025-07-08 09:08:06.811,CUST1118,Debit Card,PayU,499.0,Success,Returning,West,2.82
PAY10312,2025-07-08 23:43:10.317,CUST1234,Wallet,Cashfree,999.0,Success,Returning,West,10.31
PAY10313,2025-07-09 14:18:13.823,CUST1073,UPI,PayU,299.0,Success,Returning,East,20.28
PAY10314,2025-07-10 04:53:17.329,CUST1026,Wallet,PayU,2499.0,Refunded,New,East,22.64
PAY10315,2025-07-10 19:28:20.835,CUST1148,Wallet,Stripe,499.0,Failed,Returning,North,5.88
PAY10316,2025-07-11 10:03:24.341,CUST1192,Debit Card,Razorpay,499.0,Success,New,Unknown,2.61
PAY10317,2025-07-12 00:38:27.846,CUST1104,Credit Card,Razorpay,3999.0,Success,Returning,West,22.06
PAY10318,2025-07-12 15:13:31.352,CUST1010,UPI,Razorpay,1499.0,Success,New,West,10.35
PAY10319,2025-07-13 05:48:34.858,CUST1211,Debit Card,Razorpay,499.0,Success,New,North,14.0
PAY10320,2025-07-13 20:23:38.364,CUST1067,Credit Card,PayU,3999.0,Success,New,North,24.23
PAY10321,2025-07-14 10:58:41.870,CUST1152,Credit Card,Cashfree,3999.0,Success,New,South,2.6
PAY10322,2025-07-15 01:33:45.376,CUST1005,Net Banking,Cashfree,299.0,Success,New,South,16.56
PAY10323,2025-07-15 16:08:48.881,CUST1195,UPI,Stripe,799.0,Success,New,North,2.78
PAY10324,2025-07-16 06:43:52.387,CUST1186,Credit Card,Stripe,999.0,Success,New,South,10.01
PAY10325,2025-07-16 21:18:55.893,CUST1027,Debit Card,PayU,2499.0,Refunded,New,Central,20.29
PAY10326,2025-07-17 11:53:59.399,CUST1208,Net Banking,Cashfree,999.0,Success,Returning,West,11.4
PAY10327,2025-07-18 02:29:02.905,CUST1113,UPI,Cashfree,499.0,Success,New,West,24.93
PAY10328,2025-07-18 17:04:06.411,CUST1015,Wallet,Razorpay,2499.0,Success,New,North,14.42
PAY10329,2025-07-19 07:39:09.917,CUST1163,Debit Card,PayU,1999.0,Success,Returning,East,8.71
PAY10330,2025-07-19 22:14:13.422,CUST1204,Credit Card,PayU,799.0,Success,New,North,6.28
PAY10331,2025-07-20 12:49:16.928,CUST1105,Credit Card,Razorpay,1999.0,Success,New,South,9.41
PAY10332,2025-07-21 03:24:20.434,CUST1181,Debit Card,PayU,1999.0,Success,Returning,East,9.94
PAY10333,2025-07-21 17:59:23.940,CUST1044,Credit Card,PayU,1499.0,Success,Returning,South,2.65
PAY10334,2025-07-22 08:34:27.446,CUST1026,Net Banking,Stripe,999.0,Success,New,Central,9.87
PAY10335,2025-07-22 23:09:30.952,CUST1175,UPI,Cashfree,299.0,Success,New,South,12.14
PAY10336,2025-07-23 13:44:34.457,CUST1162,Net Banking,PayU,1999.0,Success,Returning,Central,18.35
PAY10337,2025-07-24 04:19:37.963,CUST1215,Credit Card,Stripe,499.0,Failed,Returning,Central,16.76
PAY10338,2025-07-24 18:54:41.469,CUST1095,Wallet,Cashfree,799.0,Success,New,South,18.01
PAY10339,2025-07-25 09:29:44.975,CUST1178,UPI,Razorpay,2999.0,Success,Returning,South,1.2
PAY10340,2025-07-26 00:04:48.481,CUST1084,UPI,Stripe,1999.0,Success,New,Central,6.22
PAY10341,2025-07-26 14:39:51.987,CUST1140,Debit Card,Stripe,799.0,Success,New,East,16.88
PAY10342,2025-07-27 05:14:55.492,CUST1215,Debit Card,Cashfree,2499.0,Success,New,Central,12.62
PAY10343,2025-07-27 19:49:58.998,CUST1132,Wallet,Razorpay,999.0,Success,Returning,West,1.13
PAY10344,2025-07-28 10:25:02.504,CUST1087,UPI,Stripe,3999.0,Success,New,Central,20.31
PAY10345,2025-07-29 01:00:06.010,CUST1176,Wallet,PayU,1499.0,Success,Returning,East,19.55
PAY10346,2025-07-29 15:35:09.516,CUST1183,Debit Card,PayU,799.0,Success,New,West,14.16
PAY10347,2025-07-30 06:10:13.022,CUST1112,Debit Card,PayU,499.0,Success,New,North,2.6
PAY10348,2025-07-30 20:45:16.528,CUST1129,UPI,Razorpay,499.0,Success,New,North,19.4
PAY10349,2025-07-31 11:20:20.033,CUST1246,Net Banking,Stripe,799.0,Success,Returning,East,15.01
PAY10350,2025-08-01 01:55:23.539,CUST1089,Credit Card,PayU,499.0,Success,New,Central,19.77
PAY10351,2025-08-01 16:30:27.045,CUST1066,Debit Card,Razorpay,999.0,Success,New,South,19.04
PAY10352,2025-08-02 07:05:30.551,CUST1158,Debit Card,PayU,499.0,Failed,Returning,East,20.27
PAY10353,2025-08-02 21:40:34.057,CUST1131,Net Banking,Cashfree,3999.0,Success,New,West,13.43
PAY10354,2025-08-03 12:15:37.563,CUST1122,Net Banking,Stripe,499.0,Success,Returning,West,4.37
PAY10355,2025-08-04 02:50:41.068,CUST1149,Wallet,Stripe,3999.0,Success,New,North,17.11
PAY10356,2025-08-04 17:25:44.574,CUST1217,Wallet,Razorpay,1999.0,Success,Returning,West,15.89
PAY10357,2025-08-05 08:00:48.080,CUST1084,Unknown,Razorpay,299.0,Success,New,East,18.81
PAY10358,2025-08-05 22:35:51.586,CUST1177,Credit Card,Stripe,999.0,Success,Returning,West,5.08
PAY10359,2025-08-06 13:10:55.092,CUST1116,UPI,PayU,299.0,Pending,New,East,5.68
PAY10360,2025-08-07 03:45:58.598,CUST1214,Wallet,PayU,1999.0,Success,New,South,22.37
PAY10361,2025-08-07 18:21:02.104,CUST1213,Debit Card,Cashfree,999.0,Success,New,North,19.0
PAY10362,2025-08-08 08:56:05.609,CUST1190,Wallet,PayU,799.0,Success,New,West,22.8
PAY10363,2025-08-08 23:31:09.115,CUST1225,Debit Card,Razorpay,799.0,Success,New,East,19.21
PAY10364,2025-08-09 14:06:12.621,CUST1116,Net Banking,Razorpay,3999.0,Success,Returning,Central,15.33
PAY10365,2025-08-10 04:41:16.127,CUST1038,Wallet,PayU,1999.0,Pending,New,North,16.7
PAY10366,2025-08-10 19:16:19.633,CUST1143,Net Banking,Razorpay,3999.0,Success,Returning,South,22.34
PAY10367,2025-08-11 09:51:23.139,CUST1250,Credit Card,Stripe,1499.0,Refunded,Returning,East,14.89
PAY10368,2025-08-12 00:26:26.644,CUST1250,Credit Card,Stripe,499.0,Pending,Returning,South,16.18
PAY10369,2025-08-12 15:01:30.150,CUST1110,UPI,PayU,2999.0,Success,New,South,4.76
PAY10370,2025-08-13 05:36:33.656,CUST1180,Wallet,Stripe,1499.0,Success,New,West,12.37
PAY10371,2025-08-13 20:11:37.162,CUST1207,Net Banking,Stripe,499.0,Success,Returning,West,18.19
PAY10372,2025-08-14 10:46:40.668,CUST1046,Debit Card,Cashfree,999.0,Success,Returning,East,7.5
PAY10373,2025-08-15 01:21:44.174,CUST1025,Credit Card,Cashfree,3999.0,Success,New,Central,5.85
PAY10374,2025-08-15 15:56:47.679,CUST1021,Credit Card,Stripe,999.0,Success,New,East,8.53
PAY10375,2025-08-16 06:31:51.185,CUST1216,Debit Card,PayU,999.0,Success,New,Central,6.8
PAY10376,2025-08-16 21:06:54.691,CUST1121,Net Banking,Cashfree,499.0,Success,Returning,South,6.16
PAY10377,2025-08-17 11:41:58.197,CUST1122,Net Banking,Razorpay,1999.0,Failed,New,North,11.2
PAY10378,2025-08-18 02:17:01.703,CUST1133,Wallet,Razorpay,499.0,Success,New,East,22.79
PAY10379,2025-08-18 16:52:05.209,CUST1070,Wallet,Razorpay,2499.0,Failed,Returning,East,13.17
PAY10380,2025-08-19 07:27:08.715,CUST1113,UPI,PayU,799.0,Success,New,Central,5.51
PAY10381,2025-08-19 22:02:12.220,CUST1107,Credit Card,Stripe,799.0,Success,New,South,2.85
PAY10382,2025-08-20 12:37:15.726,CUST1112,Wallet,Razorpay,1499.0,Success,New,South,17.71
PAY10383,2025-08-21 03:12:19.232,CUST1108,Net Banking,PayU,799.0,Success,Returning,Central,10.19
PAY10384,2025-08-21 17:47:22.738,CUST1047,Debit Card,Cashfree,499.0,Failed,New,South,20.72
PAY10385,2025-08-22 08:22:26.244,CUST1215,Net Banking,Stripe,3999.0,Success,New,West,16.83
PAY10386,2025-08-22 22:57:29.750,CUST1196,Credit Card,Cashfree,499.0,Failed,New,North,20.11
PAY10387,2025-08-23 13:32:33.255,CUST1091,Net Banking,PayU,499.0,Success,New,East,7.53
PAY10388,2025-08-24 04:07:36.761,CUST1018,UPI,Razorpay,2999.0,Success,Returning,North,17.62
PAY10389,2025-08-24 18:42:40.267,CUST1149,Credit Card,Razorpay,3999.0,Success,New,East,7.34
PAY10390,2025-08-25 09:17:43.773,CUST1220,Debit Card,PayU,2499.0,Failed,New,West,23.54
PAY10391,2025-08-25 23:52:47.279,CUST1227,UPI,Razorpay,799.0,Refunded,New,South,16.27
PAY10392,2025-08-26 14:27:50.785,CUST1214,Credit Card,Stripe,3999.0,Success,New,Central,8.79
PAY10393,2025-08-27 05:02:54.290,CUST1104,Debit Card,PayU,799.0,Success,New,West,7.47
PAY10394,2025-08-27 19:37:57.796,CUST1151,UPI,Cashfree,1499.0,Success,Returning,North,5.58
PAY10395,2025-08-28 10:13:01.302,CUST1192,UPI,PayU,3999.0,Success,New,Central,17.67
PAY10396,2025-08-29 00:48:04.808,CUST1195,Credit Card,Stripe,799.0,Pending,Returning,South,6.25
PAY10397,2025-08-29 15:23:08.314,CUST1040,Wallet,Stripe,2499.0,Failed,Returning,West,15.29
PAY10398,2025-08-30 05:58:11.820,CUST1242,UPI,PayU,299.0,Success,New,Central,7.35
PAY10399,2025-08-30 20:33:15.326,CUST1138,UPI,PayU,999.0,Success,New,West,16.89
PAY10400,2025-08-31 11:08:18.831,CUST1089,Debit Card,Razorpay,999.0,Success,New,West,20.56
PAY10401,2025-09-01 01:43:22.337,CUST1180,Net Banking,Stripe,2499.0,Success,New,South,19.67
PAY10402,2025-09-01 16:18:25.843,CUST1241,Credit Card,PayU,2999.0,Pending,New,East,19.26
PAY10403,2025-09-02 06:53:29.349,CUST1200,Credit Card,PayU,299.0,Success,New,Central,5.51
PAY10404,2025-09-02 21:28:32.855,CUST1247,Wallet,Stripe,1499.0,Failed,New,South,3.12
PAY10405,2025-09-03 12:03:36.361,CUST1203,Wallet,PayU,2499.0,Success,Returning,West,17.77
PAY10406,2025-09-04 02:38:39.866,CUST1061,Credit Card,Razorpay,999.0,Pending,New,South,9.84
PAY10407,2025-09-04 17:13:43.372,CUST1192,Wallet,Stripe,999.0,Success,Returning,East,11.38
PAY10408,2025-09-05 07:48:46.878,CUST1005,Debit Card,Razorpay,999.0,Success,New,Central,1.75
PAY10409,2025-09-05 22:23:50.384,CUST1122,Credit Card,Razorpay,1999.0,Pending,Returning,East,7.23
PAY10410,2025-09-06 12:58:53.890,CUST1237,Wallet,Razorpay,2499.0,Success,New,North,1.81
PAY10411,2025-09-07 03:33:57.396,CUST1181,Credit Card,Razorpay,1499.0,Success,New,Central,22.1
PAY10412,2025-09-07 18:09:00.902,CUST1055,Net Banking,Stripe,1499.0,Refunded,Returning,East,6.84
PAY10413,2025-09-08 08:44:04.407,CUST1037,UPI,Razorpay,999.0,Refunded,New,West,14.38
PAY10414,2025-09-08 23:19:07.913,CUST1056,Credit Card,Razorpay,799.0,Success,New,Central,1.94
PAY10415,2025-09-09 13:54:11.419,CUST1187,UPI,PayU,2499.0,Success,Returning,Central,17.0
PAY10416,2025-09-10 04:29:14.925,CUST1237,Wallet,Stripe,1999.0,Success,New,South,8.75
PAY10417,2025-09-10 19:04:18.431,CUST1102,UPI,Stripe,2499.0,Success,New,West,22.55
PAY10418,2025-09-11 09:39:21.937,CUST1093,Credit Card,Cashfree,1499.0,Success,Returning,North,22.31
PAY10419,2025-09-12 00:14:25.442,CUST1197,Net Banking,Stripe,1999.0,Success,Returning,East,8.81
PAY10420,2025-09-12 14:49:28.948,CUST1073,Wallet,Stripe,1499.0,Success,Returning,South,22.62
PAY10421,2025-09-13 05:24:32.454,CUST1059,Credit Card,Cashfree,2499.0,Failed,New,East,24.91
PAY10422,2025-09-13 19:59:35.960,CUST1240,Wallet,Stripe,499.0,Failed,Returning,North,20.81
PAY10423,2025-09-14 10:34:39.466,CUST1002,Debit Card,Stripe,1499.0,Success,New,North,21.28
PAY10424,2025-09-15 01:09:42.972,CUST1193,UPI,Stripe,1999.0,Success,Returning,Central,6.98
PAY10425,2025-09-15 15:44:46.477,CUST1104,Debit Card,Stripe,1999.0,Success,Returning,North,14.84
PAY10426,2025-09-16 06:19:49.983,CUST1188,Credit Card,Cashfree,1499.0,Success,Returning,East,2.61
PAY10427,2025-09-16 20:54:53.489,CUST1051,Net Banking,Stripe,2499.0,Success,Returning,West,3.28
PAY10428,2025-09-17 11:29:56.995,CUST1030,Wallet,Stripe,2999.0,Pending,New,West,24.97
PAY10429,2025-09-18 02:05:00.501,CUST1011,UPI,Cashfree,2499.0,Success,Returning,Central,8.84
PAY10430,2025-09-18 16:40:04.007,CUST1220,Wallet,PayU,1499.0,Success,Returning,East,18.96
PAY10431,2025-09-19 07:15:07.513,CUST1108,Credit Card,Razorpay,299.0,Success,New,East,20.36
PAY10432,2025-09-19 21:50:11.018,CUST1076,Wallet,PayU,1499.0,Success,Returning,North,21.59
PAY10433,2025-09-20 12:25:14.524,CUST1167,UPI,Cashfree,499.0,Success,New,East,24.94
PAY10434,2025-09-21 03:00:18.030,CUST1090,Credit Card,Razorpay,1499.0,Success,Returning,South,6.8
PAY10435,2025-09-21 17:35:21.536,CUST1205,Wallet,Cashfree,1499.0,Success,Returning,North,1.97
PAY10436,2025-09-22 08:10:25.042,CUST1123,Net Banking,Cashfree,499.0,Success,Returning,South,10.87
PAY10437,2025-09-22 22:45:28.548,CUST1200,Credit Card,Stripe,1499.0,Success,New,Central,4.12
PAY10438,2025-09-23 13:20:32.053,CUST1191,Credit Card,Razorpay,999.0,Failed,New,West,1.54
PAY10439,2025-09-24 03:55:35.559,CUST1192,Net Banking,Stripe,299.0,Success,New,Central,9.65
PAY10440,2025-09-24 18:30:39.065,CUST1189,Debit Card,Razorpay,799.0,Success,Returning,West,19.81
PAY10441,2025-09-25 09:05:42.571,CUST1125,UPI,Cashfree,299.0,Success,New,Central,14.59
PAY10442,2025-09-25 23:40:46.077,CUST1182,Debit Card,Cashfree,1499.0,Refunded,New,East,8.51
PAY10443,2025-09-26 14:15:49.583,CUST1220,Wallet,PayU,999.0,Success,Returning,South,16.7
PAY10444,2025-09-27 04:50:53.088,CUST1122,Net Banking,Razorpay,2499.0,Success,New,West,6.57
PAY10445,2025-09-27 19:25:56.594,CUST1094,Debit Card,Stripe,1499.0,Failed,Returning,North,1.35
PAY10446,2025-09-28 10:01:00.100,CUST1201,Credit Card,PayU,999.0,Pending,Returning,South,19.34
PAY10447,2025-09-29 00:36:03.606,CUST1103,Wallet,PayU,499.0,Refunded,Returning,North,15.97
PAY10448,2025-09-29 15:11:07.112,CUST1223,Wallet,PayU,999.0,Success,New,South,19.3
PAY10449,2025-09-30 05:46:10.618,CUST1186,Debit Card,Stripe,499.0,Success,New,South,1.93
PAY10450,2025-09-30 20:21:14.124,CUST1213,Debit Card,PayU,2999.0,Success,New,Central,21.09
PAY10451,2025-10-01 10:56:17.629,CUST1184,Net Banking,Stripe,799.0,Success,New,West,15.87
PAY10452,2025-10-02 01:31:21.135,CUST1239,UPI,PayU,3999.0,Success,New,West,14.52
PAY10453,2025-10-02 16:06:24.641,CUST1162,Debit Card,Stripe,999.0,Success,New,South,15.99
PAY10454,2025-10-03 06:41:28.147,CUST1247,Debit Card,Cashfree,1999.0,Pending,Returning,East,21.75
PAY10455,2025-10-03 21:16:31.653,CUST1031,Credit Card,Cashfree,1499.0,Success,Returning,East,15.09
PAY10456,2025-10-04 11:51:35.159,CUST1052,Wallet,Cashfree,299.0,Success,New,North,14.94
PAY10457,2025-10-05 02:26:38.664,CUST1089,UPI,Cashfree,3999.0,Success,Returning,North,24.78
PAY10458,2025-10-05 17:01:42.170,CUST1076,Credit Card,Cashfree,299.0,Success,Returning,Central,19.16
PAY10459,2025-10-06 07:36:45.676,CUST1129,Net Banking,PayU,2999.0,Success,Returning,South,11.62
PAY10460,2025-10-06 22:11:49.182,CUST1183,Net Banking,PayU,3999.0,Success,Returning,North,17.98
PAY10461,2025-10-07 12:46:52.688,CUST1022,Debit Card,PayU,3999.0,Success,New,North,10.34
PAY10462,2025-10-08 03:21:56.194,CUST1040,Debit Card,Stripe,299.0,Success,New,South,6.49
PAY10463,2025-10-08 17:56:59.699,CUST1101,Net Banking,Stripe,499.0,Success,New,Central,15.32
PAY10464,2025-10-09 08:32:03.205,CUST1111,Debit Card,Stripe,299.0,Success,New,North,23.28
PAY10465,2025-10-09 23:07:06.711,CUST1129,UPI,Stripe,499.0,Refunded,Returning,Central,23.3
PAY10466,2025-10-10 13:42:10.217,CUST1065,Debit Card,Cashfree,2999.0,Success,Returning,West,9.21
PAY10467,2025-10-11 04:17:13.723,CUST1249,Wallet,Cashfree,1499.0,Success,New,Central,13.66
PAY10468,2025-10-11 18:52:17.229,CUST1191,Debit Card,Cashfree,2499.0,Failed,New,East,6.08
PAY10469,2025-10-12 09:27:20.735,CUST1234,Credit Card,Razorpay,499.0,Success,Returning,East,24.9
PAY10470,2025-10-13 00:02:24.240,CUST1182,UPI,PayU,2999.0,Refunded,New,Central,24.55
PAY10471,2025-10-13 14:37:27.746,CUST1170,Credit Card,Stripe,1999.0,Success,New,East,16.59
PAY10472,2025-10-14 05:12:31.252,CUST1149,Credit Card,Stripe,2999.0,Refunded,Returning,West,20.31
PAY10473,2025-10-14 19:47:34.758,CUST1079,Wallet,Cashfree,299.0,Success,New,South,18.16
PAY10474,2025-10-15 10:22:38.264,CUST1209,UPI,Stripe,299.0,Pending,New,East,15.24
PAY10475,2025-10-16 00:57:41.770,CUST1022,UPI,Stripe,2499.0,Success,New,East,2.28
PAY10476,2025-10-16 15:32:45.275,CUST1166,UPI,PayU,2999.0,Refunded,Returning,Central,11.91
PAY10477,2025-10-17 06:07:48.781,CUST1099,UPI,Cashfree,799.0,Success,New,West,17.19
PAY10478,2025-10-17 20:42:52.287,CUST1237,UPI,PayU,1499.0,Success,New,South,17.26
PAY10479,2025-10-18 11:17:55.793,CUST1208,Wallet,Razorpay,299.0,Refunded,New,Central,9.95
PAY10480,2025-10-19 01:52:59.299,CUST1008,Debit Card,Razorpay,2499.0,Success,New,Central,23.6
PAY10481,2025-10-19 16:28:02.805,CUST1190,Credit Card,Razorpay,1499.0,Success,New,West,5.02
PAY10482,2025-10-20 07:03:06.311,CUST1175,UPI,Cashfree,2999.0,Success,Returning,South,13.01
PAY10483,2025-10-20 21:38:09.816,CUST1017,Debit Card,Stripe,2999.0,Success,New,West,17.58
PAY10484,2025-10-21 12:13:13.322,CUST1017,Debit Card,Cashfree,3999.0,Success,Returning,South,17.73
PAY10485,2025-10-22 02:48:16.828,CUST1246,Credit Card,Cashfree,2499.0,Success,New,West,16.57
PAY10486,2025-10-22 17:23:20.334,CUST1090,Wallet,Stripe,299.0,Pending,New,Central,7.61
PAY10487,2025-10-23 07:58:23.840,CUST1141,Net Banking,PayU,799.0,Success,New,Central,4.75
PAY10488,2025-10-23 22:33:27.346,CUST1145,Net Banking,Razorpay,2999.0,Success,New,North,16.26
PAY10489,2025-10-24 13:08:30.851,CUST1166,Debit Card,PayU,799.0,Refunded,New,East,15.38
PAY10490,2025-10-25 03:43:34.357,CUST1081,Credit Card,Razorpay,2999.0,Pending,New,West,5.3
PAY10491,2025-10-25 18:18:37.863,CUST1240,Net Banking,Cashfree,299.0,Success,New,North,17.92
PAY10492,2025-10-26 08:53:41.369,CUST1078,Debit Card,Razorpay,1499.0,Success,Returning,East,11.92
PAY10493,2025-10-26 23:28:44.875,CUST1173,Wallet,Cashfree,999.0,Success,New,West,17.03
PAY10494,2025-10-27 14:03:48.381,CUST1006,Net Banking,PayU,1499.0,Success,Returning,South,21.1
PAY10495,2025-10-28 04:38:51.886,CUST1163,Debit Card,Cashfree,2999.0,Success,Returning,East,5.07
PAY10496,2025-10-28 19:13:55.392,CUST1110,Debit Card,PayU,999.0,Success,New,Central,1.46
PAY10497,2025-10-29 09:48:58.898,CUST1014,UPI,Stripe,999.0,Success,New,North,19.7
PAY10498,2025-10-30 00:24:02.404,CUST1239,Wallet,Stripe,799.0,Success,New,East,15.63
PAY10499,2025-10-30 14:59:05.910,CUST1072,UPI,Stripe,2499.0,Refunded,New,East,17.79
PAY10500,2025-10-31 05:34:09.416,CUST1189,Credit Card,Cashfree,799.0,Refunded,New,Central,21.12
PAY10501,2025-10-31 20:09:12.922,CUST1143,UPI,Stripe,799.0,Success,Returning,West,20.27
PAY10502,2025-11-01 10:44:16.427,CUST1054,UPI,Razorpay,1499.0,Success,New,Unknown,24.06
PAY10503,2025-11-02 01:19:19.933,CUST1027,Net Banking,PayU,1499.0,Success,New,Central,13.86
PAY10504,2025-11-02 15:54:23.439,CUST1013,Debit Card,PayU,1999.0,Failed,Returning,South,12.72
PAY10505,2025-11-03 06:29:26.945,CUST1241,Wallet,Razorpay,2999.0,Success,New,West,10.65
PAY10506,2025-11-03 21:04:30.451,CUST1159,UPI,Cashfree,1999.0,Success,Returning,East,4.69
PAY10507,2025-11-04 11:39:33.957,CUST1245,Wallet,Cashfree,299.0,Pending,New,South,14.74
PAY10508,2025-11-05 02:14:37.462,CUST1248,UPI,PayU,2999.0,Failed,New,North,7.65
PAY10509,2025-11-05 16:49:40.968,CUST1163,Credit Card,Stripe,2999.0,Pending,New,North,23.11
PAY10510,2025-11-06 07:24:44.474,CUST1060,UPI,Cashfree,3999.0,Success,New,Central,15.0
